CATID;BREEDGROUP;SEX;AGE_BEHAVIOUR;OTHER_CATS;problematic_behavior;seeks_physical_contact_people;Opens_doors;Rests _in_secure_places;Reacts_to_video_TV;Refuses_litter_box_dirty;Freezes_examined_veterinarian;Seems_confident;comfortable_social_gatherings;easily_scared_things_sounds ;Defecates_inappropriate_places;Unexpectedly_scratches _bites;greets_unfamiliar_children;Enjoys_tearing_cardboard;Runs_ hides_noise_inside;Runs_hide_noise_outside;Asks_in_out_ rooms;Freezes_nothing visible;Tries_wake_up;exhibits_bursts_running;Talks_to_people;increased_activity_morning;destroys_left_alone;Reacts_catnip;Chases_animals;purrs_petted;scratch_bite_human_possession_prey;comfortable_familiar_children;Growls_hisses_familiar_cat_staring;scratch_bite_familiar_dogs;Growls_hisses_examined_veterinarian;Growls_hisses_unfamiliar_dogs;lie_things_used_people;excited_new_toys;Runs_while_playing;Greets_unfamiliar_cats;Growls_hisses_familiar_dogs;restlessness_home_modified;eats_house_plants;eye_contact_familiar_people;Scratches_inappropriate_objects;scratch_bite_petted_base_tail;hallway_household_leave;not_want_use_same_litter_box;wrong_targeted_aggression;Enjoys_jumping_high;restlessness_member_household_affection_person;Gets_excite_small_animals_window;scratch_bite_petted_belly;Carries_toy;listens_everything_you_say;playing_chases_household_members;Growls_hisses_nails_clipped;Growls_hisses_medicine_familiar;Chases_imaginary_objects;scratch_bite_bathed;Growls_ hisses_bathed;increased_activity_evening;Runs_unfamiliar_cats;scratch_bite_brushed;Reacts_similarly_situations;Stares_unfamiliar_people;self_mutilation;investigates_new_objects;Growls_hisses_approached_familiar_cat_while_eating;scratch_bite_unfamiliar_dogs;restlessness_other_cats_fight;excessive_ grooming;restlessness_unfamiliar_objects;Plays_fetch;Gets_along _with_cats;Seeks_company_other_cats;baby_cry_check;Growls_hisses_brushed;Chase_tail;scratch_bite_examined_veterinarian;Rests_warm_appliances;scratch_bite_nails_clipped;greets_kittens;Moves_elegantly;scratch_bite _medicine_familiar_person;Hides_household_member_leave;Urinates_inappropriate;Escapes_unfamiliar_people;Is_persevering;Stalks_moving_objects;meowing _left_alone;Sprays_indoors;adapts_changes;Squirms_picked_ held_arms;Brings_prey_animals;Enjoys_playing_cats;Runs_unfamiliar_dogs;waiting_household_member_arrives;sudden_licking_chewing_body;Comes_called;Escapes_threatened_familiar_cat;Chews_cables;Reacts_different_events_vocalizing;scratch_bite_familiar_cat_hissing;Growls_hisses_petted_tail;Chews_plastics;Growls_hisses_unfamiliar_person_pet;Growls_hisses_unfamiliar_children;Chase_shadows;escape_home;comfortable_petted_unfamiliar_people;greets_unfamiliar_adults;Active;Prefers_types_cat_litter;restlessness_member_household_affection_another_pet;Seeks_physical_contact_other_cats;Growls_hisses_approached_familiar_cat_resting;Friendly_unfamiliar_dogs;Growls_hisses_approached_human_possession_of_prey;finds_new_ways_get_attention;learns_associate_things;Concentration_not_disturbed;Sucks_chews_fabrics;Growls_hisses_unfamiliar_adults;Purrs_sitting_lap;Chases_bite_moving_legs;not_recognize_familiar_cat_if_smells_odd;Kneads_objects;Squirms_picked_to_lap;substrate_preference_inappro;interactive_play_people;Repeats_meaningless_movements;comfortable_playing _unfamiliar_people;Walks_tail_upright;not_approach_people_right_away;Rests_elevated_places;comfortable_unfamiliar_places;responds_commands;Picky;Asks_food;restlessness_household_member_leave;exited_other_pets;Human_oriented;fearfulness;human_aggression;activity_playfulness;cat_sociability;human_sociability;litterbox_issues;excessive_grooming
305;Ragdoll;Female;0,918032787;NO;No;4;2;5;5;2;2;5;5;2;1;1;5;2;2;2;5;2;2;5;4;4;1;1;2;2;1;5;;1;1;2;5;4;5;;1;1;5;5;5;1;2;;1;2;1;4;1;5;4;5;1;1;;1;1;2;;1;5;5;1;5;;1;;1;1;5;;;;1;3;1;2;2;;2;1;1;1;1;5;5;4;1;4;2;;;4;5;1;5;;2;4;;1;1;1;1;5;1;4;5;2;;2;2;;4;1;4;5;;1;1;5;1;;4;4;;5;1;5;5;2;5;;;5;5;1;;2;-1,020936933;-0,448826991;0,722110796;0,204494275;-0,042781247;-0,520551499;0,006722901
306;Abyssinian;Female;2,587268994;unknown;unknown;5;4;5;4;3;2;4;2;1;1;1;;1;3;2;5;2;5;4;5;3;1;5;5;4;1;4;2;;1;;5;5;5;3;;1;1;5;2;1;5;1;1;4;1;5;1;3;5;;1;1;2;1;1;3;3;1;3;3;1;5;1;;4;1;1;3;5;4;;1;1;1;5;1;5;5;1;1;1;1;3;4;3;1;5;1;;5;;5;1;3;3;1;5;2;1;2;1;;4;5;5;5;3;3;1;5;1;;1;4;5;;1;1;5;1;2;5;1;;4;1;4;5;2;5;3;;1;5;1;;3;-0,425980103;-0,729040153;0,291622643;0,687106062;0,500844365;-0,291969996;-0,432002994
307;Ragdoll;Female;2,743326489;YES;A_little;5;1;4;4;2;2;5;5;1;1;1;4;5;2;1;1;3;1;5;5;1;1;5;2;5;1;4;4;1;1;5;5;5;5;2;1;1;3;5;3;1;1;1;1;5;1;5;1;4;5;1;1;1;1;1;1;4;3;1;4;2;1;5;4;3;;1;1;4;5;5;;1;1;1;5;1;5;4;1;1;1;1;2;5;1;1;5;1;;4;2;5;1;4;2;2;2;4;1;5;1;1;4;1;5;5;2;2;1;4;1;2;1;4;5;3;1;1;5;1;1;5;1;;4;1;5;4;1;4;;5;2;4;1;5;5;-1,180101891;-0,725856132;0,215026461;0,055180693;0,614577485;-0,747869971;-0,61081362
308;Maine_Coon;Female;3,669950739;unknown;unknown;5;4;3;4;3;2;3;4;4;1;1;4;3;4;2;4;3;4;4;4;4;2;4;2;3;2;4;3;1;1;1;5;4;4;2;1;1;5;3;4;1;4;1;1;5;1;5;2;5;5;5;2;1;2;1;1;2;3;2;3;3;1;4;2;1;2;1;1;3;4;4;;1;2;1;4;1;3;5;1;2;1;3;4;5;3;1;4;4;;4;3;5;1;3;2;4;3;4;2;4;2;2;5;2;3;3;4;3;1;4;3;4;1;3;4;;4;1;4;3;2;4;4;;2;2;4;5;4;5;5;;4;5;2;4;3;0,327252024;0,49224289;0,745038525;-0,306437545;-0,772539396;0,054909762;0,047382064
309;Landrace_Cat_Shorthair;Female;4,847627737;NO;Some;5;1;5;4;1;4;4;1;2;1;2;;;4;1;4;1;1;4;5;1;;5;5;4;;;;;2;;2;3;4;;;1;;4;4;2;4;;1;5;1;4;3;4;3;1;5;;1;;;5;;3;4;;1;4;;;;1;1;1;;;;2;1;;2;4;;5;4;1;1;4;4;4;;1;5;5;;;;4;1;4;;5;4;;2;3;2;;5;1;3;2;2;;;;;;1;1;4;;1;3;5;1;;5;5;;1;1;3;5;5;4;1;;1;2;3;;;1,414785883;2,129237272;-0,814120898;-0,414835367;-0,414390455;-0,684280911;-0,338260551
310;Siberian_and_Neva_Masquerade;Female;2,475017112;YES;No;2;1;1;2;2;2;2;4;1;1;1;1;5;3;1;5;1;5;5;5;4;1;5;;4;1;4;1;;4;2;3;1;4;;;1;5;1;5;1;4;1;1;4;1;4;2;4;4;1;1;1;1;2;2;4;;2;4;4;1;5;1;;4;1;1;;4;1;1;1;1;2;4;1;3;2;4;1;1;1;5;5;5;1;5;5;;4;;2;1;2;2;1;1;1;1;5;1;1;5;4;5;2;2;;1;2;1;;1;1;5;;1;1;5;1;1;1;5;;1;1;5;5;1;4;4;;2;5;1;;1;-0,141950229;0,324437982;-0,616453966;-0,194988761;-1,625565522;-0,471897867;-0,114633985
311;Siamese_and_Balinese;Female;6,13458529;NO;A_little;5;5;4;4;2;3;5;3;2;1;1;3;2;3;2;5;2;2;5;5;2;2;4;5;5;1;4;3;4;1;;5;4;5;;;3;5;5;2;1;5;;3;5;1;5;2;5;5;5;1;1;4;;;5;3;1;4;4;1;5;;;;1;2;5;;;;1;1;1;5;1;;5;1;4;1;3;4;5;2;1;4;1;5;;;5;3;5;3;3;3;2;1;2;1;1;4;2;3;3;4;3;;;;;1;4;5;3;4;1;5;2;;2;1;;5;1;4;5;4;5;2;5;5;2;5;5;;0,784505996;-0,308232035;1,347831118;-0,008021399;1,253025792;-0,160771536;0,528036784
312;Siberian_and_Neva_Masquerade;Female;2,6091718;YES;No;5;4;1;5;3;2;5;5;1;1;1;5;3;1;1;5;1;4;4;4;3;1;5;5;5;1;5;1;;1;;5;5;5;;;1;1;5;1;1;5;1;;5;1;5;1;3;5;5;1;1;1;1;1;3;;1;5;3;1;5;1;;;1;1;1;5;5;5;1;1;1;4;1;;2;1;1;1;1;5;5;1;1;5;1;;5;;5;1;5;;1;2;1;1;4;1;1;5;1;5;5;3;;1;4;1;;1;3;4;3;1;1;5;1;1;4;1;;2;1;5;5;1;4;3;4;5;3;1;;3;-1,145938483;-0,753336627;0,108742478;0,88771309;0,07656882;-0,562859871;-0,533420846
313;House_cat;Female;2,020072993;unknown;unknown;5;4;3;4;1;1;5;3;2;1;1;4;2;3;1;1;5;4;5;2;2;1;4;5;5;1;4;3;3;1;3;4;5;5;2;2;1;5;5;1;1;5;1;1;5;1;5;1;2;4;4;1;1;4;;;4;2;1;3;4;1;5;1;3;1;1;1;1;5;4;;1;1;1;5;1;5;5;1;1;1;3;1;5;1;1;5;2;;5;3;5;1;4;2;4;1;2;1;1;1;1;5;1;4;4;2;1;1;5;1;3;1;1;4;;1;;5;1;2;5;1;;1;1;5;5;4;5;;;3;4;1;;3;-0,215954886;-0,791088629;-0,04221379;0,647707967;-0,399246577;-0,889345292;-0,640553611
314;Maine_Coon;Female;2,674270073;YES;A_little;4;2;1;4;;4;4;3;2;1;1;2;4;4;1;3;2;2;5;4;1;2;4;5;5;1;5;1;;1;;5;4;5;;;2;5;5;1;1;4;1;;4;1;5;1;2;4;3;1;1;3;2;1;4;;2;3;4;1;5;1;;;1;2;1;4;4;;1;1;2;3;1;;3;2;1;1;4;4;5;3;1;4;2;;4;;4;3;4;4;2;4;1;1;5;1;1;5;2;3;3;3;;2;5;1;;1;4;4;;2;1;5;1;4;4;2;;2;1;4;5;4;3;2;;4;4;3;;3;0,748844613;-0,349514395;0,003935621;0,712118603;0,602128905;-0,427311017;0,361655077
315;House_cat;Female;4,746350365;NO;A_little;4;2;1;4;4;;4;1;4;2;1;2;1;4;2;1;4;2;4;4;2;1;;5;4;1;5;;4;;5;4;3;4;1;4;3;4;5;3;1;1;;1;2;2;5;4;4;3;4;;;2;;;4;5;2;4;4;1;3;;3;;1;2;3;;;;1;3;;2;;;4;;1;2;5;2;5;1;1;2;4;;;5;4;1;4;4;3;1;;1;3;1;1;4;;1;1;3;2;;;;2;1;2;3;;2;2;5;1;;4;4;3;1;1;1;5;5;1;;;3;3;1;;5;1,793490209;-0,050369455;-0,602035684;-0,15643918;-0,353249899;0,609385304;-0,521593544
316;Siamese_and_Balinese;Female;1,885948905;YES;A_little;5;4;1;2;2;2;5;4;2;1;1;4;4;5;2;4;2;4;5;5;3;1;4;4;4;1;4;1;1;1;4;2;4;5;;;1;3;5;2;1;4;1;1;3;1;2;1;5;4;4;1;1;2;1;1;2;;2;4;2;1;4;1;1;1;1;2;1;5;5;;1;1;1;2;1;;4;1;1;1;2;5;5;1;1;5;2;;5;4;4;1;4;1;1;2;1;1;1;1;1;2;4;4;4;4;5;1;5;1;4;1;2;2;;1;1;5;1;2;5;4;;1;1;5;5;4;2;;;4;4;1;;2;-0,137402961;-0,48964776;-0,869669726;1,411200907;-0,300302578;-0,45889718;-0,27332039
317;House_cat;Female;0,802739726;NO;A_little;4;2;4;4;5;4;5;2;1;1;2;3;4;5;4;4;5;1;5;5;1;1;;;5;1;4;;2;1;4;5;5;5;;1;;4;5;5;1;5;;1;5;1;5;1;5;2;4;1;1;4;1;1;2;;2;5;2;1;5;;4;;1;1;4;;;;1;4;1;4;1;;4;1;1;1;2;3;5;1;1;2;2;;;4;5;1;3;;2;1;;1;1;1;2;5;1;5;5;3;4;1;;;1;1;2;5;;5;1;5;2;;5;2;;5;1;5;4;4;5;1;;5;5;1;;5;-0,050416102;-0,393128709;0,964161257;0,132052743;0,505951255;0,028354241;-0,505991152
318;Siberian_and_Neva_Masquerade;Female;8,773274918;YES;No;5;2;4;4;2;2;4;4;1;1;2;4;2;1;1;4;2;2;4;4;2;1;4;4;5;1;4;2;1;2;2;2;4;4;4;1;1;5;2;4;1;2;1;2;4;1;5;1;1;2;2;1;1;2;;;4;2;2;4;2;1;5;1;1;2;1;2;1;5;5;;1;1;2;2;2;4;3;2;1;1;1;2;4;1;1;5;1;4;4;2;4;1;5;2;1;2;1;1;2;1;1;4;2;5;5;2;5;1;5;1;4;1;3;5;;1;1;5;1;2;3;2;;1;1;5;3;1;4;3;;2;2;1;;5;-0,8918024;-0,092906595;-1,171769327;0,556891448;0,282906931;-0,364508598;-0,366228445
319;Norwegian_Forest_Cat;Female;0,438356164;YES;A_little;5;2;4;5;;1;5;;2;1;1;;5;1;1;5;4;4;5;5;4;2;4;5;5;1;5;2;;1;;4;5;5;4;;1;;5;2;1;4;1;1;5;2;5;1;5;5;4;1;1;4;1;1;4;2;4;4;2;1;5;4;;3;1;1;2;4;5;;1;5;1;5;1;;5;2;1;1;1;5;5;;1;5;1;;5;;5;1;4;2;5;4;2;1;4;1;1;5;1;4;4;5;5;2;5;1;;2;5;5;4;2;1;5;1;1;5;1;;4;2;5;5;2;5;5;;5;5;2;;3;-0,839213375;-0,286552942;1,44680631;0,68862823;0,243399597;-0,310577832;-0,585517016
320;Maine_Coon;Female;0,767123288;YES;No;4;2;2;4;1;2;4;4;2;1;3;1;3;1;3;4;1;3;4;4;4;1;2;4;4;4;4;1;;1;;5;2;5;;;1;5;5;1;1;4;1;1;4;1;5;1;4;4;1;1;1;1;1;1;4;1;1;5;4;1;5;1;;1;1;1;5;5;5;;1;1;1;4;1;;4;1;1;1;1;4;2;1;1;5;1;;5;;5;1;4;1;3;1;1;1;1;1;1;4;3;3;4;3;;1;3;1;;1;4;5;3;2;1;5;1;1;5;4;;3;1;3;5;4;5;3;5;4;5;2;;3;0,070227279;-0,587992593;-0,54208179;0,150748435;-0,596225389;-0,876085823;-0,379392592
321;House_cat;Female;unknown;unknown;unknown;5;4;2;5;;4;5;4;2;1;2;4;2;4;4;5;2;4;4;5;2;1;5;5;4;2;;2;4;2;4;4;4;5;4;4;2;5;2;5;1;2;1;1;4;2;5;4;3;4;2;5;1;2;4;1;4;1;1;4;5;4;5;4;4;4;5;1;1;4;3;;1;1;2;2;5;4;2;2;1;1;2;4;5;1;1;5;4;;3;4;4;5;4;4;1;4;3;1;2;1;1;5;4;4;3;3;2;2;2;2;2;1;3;4;2;4;1;5;2;2;2;2;;1;1;4;2;3;3;4;;5;5;2;5;5;-0,493970042;1,299829339;0,059732159;-0,708748421;0,487341561;-0,476433089;5,483417045
322;Landrace_Cat_Shorthair;Female;10,66392882;YES;Some;4;4;4;2;2;1;5;1;1;1;2;1;4;1;1;5;1;4;2;4;;1;5;4;5;1;1;5;;5;5;5;4;2;1;;1;4;5;2;2;5;1;4;1;1;5;4;1;5;1;2;2;1;;;;2;4;4;4;2;4;4;;2;2;2;4;2;1;2;2;1;5;3;2;1;2;1;1;1;2;5;4;1;1;5;1;;1;;5;1;2;1;1;4;4;1;2;4;4;2;5;4;4;2;;1;1;4;;1;4;5;;1;1;;1;4;1;5;;1;1;2;5;4;1;5;;4;5;1;;5;0,150136786;1,480368602;-1,343053046;-3,535447441;-0,159243593;-0,740715611;0,683629507
323;Landrace_Cat_Shorthair;Female;unknown;unknown;unknown;5;3;4;3;1;1;5;5;1;1;1;;1;2;2;5;5;4;5;4;4;1;5;4;5;1;;4;4;5;5;5;5;5;1;5;1;5;5;2;5;5;1;1;5;1;5;4;1;5;5;1;4;1;5;5;2;1;3;5;5;1;5;2;4;1;1;1;1;5;4;;4;1;;5;5;4;5;5;1;1;2;5;5;2;1;4;5;;5;2;5;1;4;1;1;4;4;5;1;1;;5;5;5;5;4;;;5;2;1;;5;5;;;1;5;1;4;5;5;;1;4;5;5;3;4;3;;2;5;3;;3;-0,646824842;3,510916563;0,088836255;0,186856201;0,214153262;-0,281925269;0,072172567
324;Other;Female;0,379781421;YES;No;4;5;5;4;4;;5;4;2;1;1;3;5;2;;5;1;2;5;2;2;1;4;4;5;1;5;2;;;;5;5;5;;;;5;4;1;1;4;1;1;5;1;5;1;1;4;4;1;;1;;;5;;2;4;4;1;4;1;;2;1;1;1;5;5;;2;1;;5;3;5;5;1;1;1;2;4;5;1;1;4;1;;5;;4;1;3;4;1;2;;1;4;2;1;4;2;4;4;2;4;2;5;1;;2;2;3;;2;1;5;1;1;5;2;;1;1;4;;4;5;;;1;4;2;;2;-0,152576535;0,106877496;-0,106788629;1,12247076;-0,708539755;-0,114056759;-0,814427035
325;Ragdoll;Female;1,145205479;NO;No;4;5;2;4;2;3;5;5;1;1;1;5;4;3;2;4;1;2;4;5;4;3;3;5;5;1;5;;1;1;1;5;5;5;;1;1;4;4;1;1;5;;1;5;2;5;1;5;5;5;3;1;2;4;4;3;;2;5;2;1;5;;1;;1;1;5;;;;1;2;1;5;3;;5;1;1;1;1;2;5;5;1;5;3;;;2;5;1;5;;2;4;;1;1;1;1;5;1;5;5;5;1;1;;;4;1;5;5;5;1;1;5;1;;5;4;1;5;1;5;5;1;3;3;4;4;5;5;;5;-1,082614614;-0,04383788;1,447255776;-0,13473731;0,93078838;-0,565303609;-0,213192562
326;Maine_Coon;Female;3,387185104;YES;A_little;4;4;4;2;2;4;5;4;1;1;2;2;4;2;1;5;2;2;5;2;2;2;5;5;2;1;;4;;1;;2;4;4;4;;1;5;4;1;1;4;1;1;5;1;5;2;4;4;3;2;1;2;2;2;3;2;4;4;2;1;4;2;;2;1;2;4;4;2;;2;1;2;4;2;4;4;2;1;4;2;4;5;;4;4;2;;4;;5;2;4;4;2;2;4;1;5;2;2;4;;2;2;3;4;1;4;4;;1;4;5;;2;2;2;1;4;5;5;4;2;2;4;4;4;5;2;;4;4;2;;3;0,476453909;0,564255274;0,602646024;-1,208708283;-2,647657868;1,766242365;-0,104526971
327;Abyssinian;Female;0,794520548;YES;No;5;4;2;5;2;1;5;4;2;1;1;2;2;2;2;4;3;5;4;5;5;1;5;5;2;1;5;1;1;1;2;5;4;5;2;1;1;2;5;2;1;4;1;1;5;1;5;2;5;2;4;1;1;2;1;1;2;2;1;4;4;4;5;1;1;2;1;1;5;5;5;;1;1;1;5;1;;5;1;1;1;2;5;5;4;1;5;1;;4;;4;2;4;2;1;2;1;1;1;1;1;5;1;4;2;5;2;2;3;1;4;1;4;5;;1;1;4;1;1;5;4;;5;1;5;5;2;5;4;;4;5;2;5;5;-0,224195866;-0,471169382;1,453908512;-0,211246063;-0,376928634;-0,868202333;1,63504429
328;Ragdoll;Female;1,863013699;unknown;unknown;5;5;4;2;5;2;5;4;2;4;1;4;4;4;2;5;2;5;4;4;1;1;;5;5;1;5;1;1;1;1;2;4;4;;1;1;1;4;4;1;4;5;1;2;1;4;1;2;4;2;1;1;2;4;1;5;;1;4;4;2;5;1;1;;1;1;2;5;2;;1;1;1;4;2;;2;1;1;1;2;5;4;1;1;5;5;;4;2;4;1;5;;1;2;;1;2;1;1;2;1;5;4;1;;4;2;1;4;1;4;5;;;1;5;1;;4;4;2;2;2;5;5;2;1;;;1;5;4;;5;-0,457096823;-0,328345544;-1,346258719;-0,818340385;0,928244952;2,422745736;0,443053272
329;Landrace_Cat_Shorthair;Female;3,441478439;YES;A_lot;3;2;5;4;5;4;4;2;2;5;1;;1;4;3;5;2;5;1;5;5;1;5;5;5;1;3;3;;3;;2;4;1;4;;4;5;5;4;1;1;4;1;4;1;5;1;3;4;3;1;1;1;3;1;1;4;1;4;5;1;3;1;;;1;2;2;4;5;;1;1;2;4;1;;3;4;1;5;3;2;5;1;5;4;2;;4;;3;1;4;;1;4;3;1;1;1;;5;5;4;3;2;5;2;4;1;;1;3;4;5;1;1;5;1;;4;5;5;3;3;4;5;5;5;2;;5;5;3;;4;0,766975729;0,016989567;-1,225212119;0,239492189;-0,371309012;6,171994023;-0,242074597
330;Landrace_Cat_Shorthair;Female;5,068918302;YES;A_little;2;5;5;5;5;5;4;1;5;4;5;1;5;5;1;1;1;1;4;5;4;1;5;4;5;5;5;1;5;1;5;5;4;1;2;5;5;5;5;5;4;1;2;1;5;1;5;5;1;3;2;4;4;2;5;5;2;2;4;4;5;1;4;1;4;5;1;4;1;5;5;5;4;1;1;5;4;4;5;5;4;5;5;5;5;1;1;1;5;;5;4;2;1;4;4;1;5;3;3;1;5;4;5;1;1;1;5;4;1;4;1;2;1;1;4;;1;4;5;1;5;4;5;5;1;1;3;5;4;5;1;1;5;2;1;;1;3,792400061;4,204453522;-1,030839658;0,433876475;-1,492807163;4,01564562;0,254932805
331;Norwegian_Forest_Cat;Female;8,302764851;YES;No;5;3;5;4;5;1;5;4;4;2;1;4;2;4;3;5;1;2;2;1;2;1;4;2;4;1;3;4;;1;2;5;4;3;;;2;1;5;2;2;3;2;1;5;1;4;1;2;5;1;1;1;1;1;1;1;1;1;4;4;1;5;1;;4;1;1;1;5;4;;1;2;1;5;1;;5;1;1;1;2;4;2;1;1;5;4;2;2;1;4;1;4;2;1;1;1;2;;1;1;5;;2;4;2;4;1;3;1;;1;1;5;;;1;5;1;1;5;5;3;1;1;;5;4;5;5;;5;5;1;;3;-0,386045396;-0,380171284;-1,705509437;-0,428710639;-0,796287724;0,762038669;-0,3603713
332;House_cat;Female;1,176470588;unknown;unknown;5;4;2;5;1;1;5;4;3;1;1;3;4;4;5;2;3;5;5;5;4;1;1;5;4;1;5;4;2;1;1;5;5;5;5;1;1;4;5;1;1;4;1;4;5;2;5;1;5;5;5;1;1;3;1;1;4;2;1;4;4;1;5;1;1;4;1;1;4;4;2;;1;4;1;5;1;4;5;1;2;1;1;4;5;2;2;3;2;;3;4;5;1;5;2;1;3;3;1;1;1;1;4;4;5;5;4;5;4;2;1;3;1;5;5;2;1;1;5;2;2;5;4;;4;4;5;5;2;5;5;4;5;5;3;5;5;-0,691495568;-0,498845362;1,603361714;-1,127246476;1,11101347;-0,161404506;-0,237806314
333;Turkish_Van;Female;8,70517383;YES;A_little;4;3;2;4;5;2;4;4;4;4;4;;1;4;2;4;4;3;4;5;2;1;4;5;4;4;;5;5;5;5;5;5;4;1;5;3;5;4;4;4;4;2;5;5;2;5;5;1;4;2;5;5;1;5;5;2;2;4;5;4;1;4;5;5;5;1;2;1;2;2;;4;1;5;5;5;;4;5;1;4;3;5;5;1;4;4;4;;1;;4;1;4;4;4;4;5;2;1;4;;5;5;1;1;2;4;4;1;5;;4;5;5;;1;3;5;1;4;4;5;5;1;1;2;4;5;5;1;;5;5;3;;5;1,332853644;4,838417259;0,419552536;-3,49316365;-0,099159136;4,369711045;-0,218633999
334;Abyssinian;Female;0,906849315;YES;A_little;5;5;2;5;2;1;5;4;2;1;1;5;5;2;2;5;1;2;5;4;2;2;2;5;5;1;5;1;;1;;4;5;5;;;1;5;5;5;1;5;1;1;5;1;5;1;5;5;4;1;1;4;;;5;;1;4;2;1;5;1;;;1;1;4;5;5;;1;2;1;4;1;;5;2;1;1;1;2;5;2;1;5;2;;5;;5;1;5;2;5;2;2;1;5;1;1;5;2;5;5;5;1;1;5;1;;1;3;5;;2;1;5;4;2;2;4;1;4;1;5;5;1;4;;;5;5;4;;4;-0,964209501;-0,07789854;1,49158108;0,947581256;0,264506809;-0,581826801;-0,314467733
335;Other;Female;1,466484268;YES;A_little;5;4;2;4;2;1;5;;2;1;1;;4;4;2;3;1;1;5;5;3;2;1;;5;1;;;;1;1;4;5;5;;;1;3;5;2;1;3;1;;5;;4;1;4;4;4;1;;3;;;3;;;4;2;1;5;1;1;;1;1;2;5;5;;;1;1;3;1;;5;;1;1;4;4;5;;1;5;2;;5;5;4;1;4;;2;4;;1;4;1;;4;2;3;3;4;2;1;5;1;1;1;3;5;;1;1;5;1;;1;;;3;1;5;5;5;5;;;1;1;1;;3;0,219241977;-0,566950303;0,620355072;1,002276045;0,142204951;-0,637773789;-0,611561591
336;American_Curl;Female;3,613963039;YES;A_little;5;5;2;5;1;1;5;5;1;1;1;5;1;1;1;5;1;5;5;4;3;1;4;;5;1;5;1;;1;;5;5;5;5;;1;3;5;1;1;5;1;1;5;1;5;1;2;5;1;1;1;1;1;1;4;1;1;5;2;1;5;1;;3;1;1;3;5;5;;1;1;1;4;1;5;5;1;1;1;1;2;5;1;5;5;1;;5;;5;1;5;4;2;4;1;1;4;1;1;5;4;5;5;5;1;1;5;1;;1;4;5;;1;1;5;1;1;4;1;;5;1;5;5;1;5;5;;1;5;3;5;5;-1,266890164;-0,922030367;0,63109092;0,339436609;0,161810399;0,349420716;-0,760552328
337;Landrace_Cat_Longhair;Female;0,789041096;YES;No;5;4;4;5;1;;5;4;2;1;1;2;2;1;2;1;4;5;5;5;5;1;;4;2;1;5;1;1;;1;5;4;4;;1;1;4;5;4;1;4;1;1;3;1;4;1;5;4;4;;;;;;2;;1;5;5;1;5;1;1;2;1;1;1;5;5;;1;4;;2;;;4;;1;1;3;4;5;1;1;5;4;;5;3;4;1;4;2;3;3;1;1;1;1;1;5;1;4;4;2;;4;5;1;3;1;5;5;;1;1;5;1;3;5;5;;1;1;4;5;5;2;;;1;5;4;4;3;0,010369284;-0,234388195;0,128629688;0,94946231;0,150580849;-0,833887177;-0,229663213
338;House_cat;Female;7,702554745;NO;No;4;5;5;4;3;2;5;4;3;1;1;5;1;1;1;1;1;1;4;2;5;1;1;1;5;1;5;;;1;;5;1;4;1;;1;1;5;2;1;4;;1;5;1;5;1;4;5;1;1;1;1;;;1;1;1;5;1;1;5;;;;1;1;1;;;;;1;1;1;1;;5;1;1;1;1;1;5;1;1;5;4;;;;5;1;5;;1;1;;1;1;1;;5;1;4;5;2;;;;;;;1;5;;1;1;5;1;;1;4;;1;1;5;5;1;1;;;5;1;4;;;-1,036063192;-0,717367611;-0,697856549;-0,046289675;-0,245865368;-0,516916206;-0,323855481
339;Landrace_Cat_Shorthair;Female;8,822562979;NO;No;5;1;2;1;1;5;4;1;5;1;1;1;1;4;4;5;5;1;4;4;4;1;4;5;5;1;;5;;1;;5;4;4;1;;1;1;2;1;1;5;;1;2;1;4;1;1;4;1;1;1;1;;;4;4;1;5;1;1;4;1;;;4;1;1;;;;1;4;1;5;1;;1;1;1;1;4;1;4;1;1;4;1;;;;5;1;4;5;1;2;4;1;1;1;1;5;1;4;2;1;2;1;;1;;1;1;4;;1;1;4;1;;5;1;;1;1;5;4;5;4;1;;4;1;4;;4;0,698365003;-0,587023815;-1,495024127;-0,068489619;0,720400255;-0,407653222;1,863777217
340;Landrace_Cat_Longhair;Female;1,747945205;unknown;unknown;5;4;1;1;4;1;5;5;1;1;1;;5;2;1;1;1;1;4;5;4;1;5;5;5;1;2;1;1;1;1;4;2;4;5;1;1;1;5;1;1;1;1;1;2;1;5;1;1;4;4;1;;1;1;1;4;1;1;;1;1;5;1;1;1;1;1;1;5;4;;1;1;1;5;1;5;5;;1;1;1;1;4;1;2;5;1;;5;2;1;1;4;1;5;;1;1;5;1;;5;1;5;4;1;;1;5;1;4;1;2;4;;1;1;5;1;1;5;1;;1;1;5;5;2;4;5;;1;5;1;;4;-0,952396773;-0,672957929;-1,46848317;0,666443602;-0,075404873;0,064264065;-0,868768806
